Title: Five groups of red giants with distinct chemical composition in the 
       globular cluster NGC 2808  
Authors: Carretta E. 
Table: Abundances of proton-capture elements in stars of NGC 2808
================================================================================
Byte-by-byte Description of file: apj518866t4_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label    Explanations
--------------------------------------------------------------------------------
   1-  1 A1     ---   f_ID       Observation flag; U: observed with UVES;
                                  otherwise GIRAFFE
   3-  7 I5     ---     ID       Star ID from Bedin et al. (2000)
                                  [2000A+A...363..159B]
   9-  9 I1     ---   o_[O/Fe]   Number of O lines 
  11- 16 F6.3   [Sun]   [O/Fe]   ? Abundance [O/Fe]
  18- 22 F5.3   [Sun] e_[O/Fe]   ? rms uncertainty on [O/Fe]
  24- 24 I1     ---   o_[Na/Fe]  Number of Na lines
  26- 31 F6.3   [Sun]   [Na/Fe]  ? Abundance [Na/Fe]
  33- 37 F5.3   [Sun] e_[Na/Fe]  ? rms uncertainty on [Na/Fe]
  39- 39 I1     ---   o_[Mg/Fe]  Number of Mg lines
  41- 46 F6.3   [Sun]   [Mg/Fe]  ? Abundance [Mg/Fe]
  48- 52 F5.3   [Sun] e_[Mg/Fe]  ? rms uncertainty on [Mg/Fe]
  54- 55 I2     ---   o_[Si/Fe]  Number of Si lines
  57- 62 F6.3   [Sun]   [Si/Fe]  Abundance [Si/Fe]
  64- 68 F5.3   [Sun] e_[Si/Fe]  rms uncertainty on [Si/Fe]
  70- 71 I2     ---     limO     Flag: Upper limits (limO=0); detections (=1)
--------------------------------------------------------------------------------
   7183 2 +0.232 0.033 4 +0.135 0.023 3 +0.323 0.077 10 +0.261 0.084  1 
   7315 2 +0.352 0.047 4 -0.150 0.040 3 +0.363 0.101 12 +0.278 0.085  1 
U  7536 2 +0.248 0.040 4 +0.060 0.017 3 +0.355 0.095  8 +0.260 0.039  1 
   7558 1 +0.392       3 -0.076 0.067 2 +0.370 0.009 11 +0.249 0.072  1 
   7788 0              2 +0.224 0.026 1 +0.352        8 +0.236 0.066  1 
   8198 0              2 +0.101 0.037 1 +0.443        9 +0.232 0.086  1 
   8204 2 +0.285 0.004 4 +0.060 0.025 2 +0.364 0.033 12 +0.269 0.075  1 
U  8603 2 +0.247 0.013 4 -0.039 0.058 3 +0.319 0.088  8 +0.224 0.052  1 
U  8739 2 +0.283 0.002 4 +0.020 0.029 3 +0.325 0.122  8 +0.220 0.072  1 
   8826 2 -0.676 0.069 4 +0.517 0.040 2 -0.048 0.088 11 +0.398 0.072  1 
   9230 0              2 +0.425 0.010 1 +0.241        7 +0.336 0.045  1 
