Title: Five groups of red giants with distinct chemical composition in the 
       globular cluster NGC 2808  
Authors: Carretta E. 
Table: Abundances of {alpha}-capture and Fe-peak elements in stars of NGC 2808
================================================================================
Byte-by-byte Description of file: apj518866t5_mrt.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label      Explanations
--------------------------------------------------------------------------------
   1-  1 A1     ---   f_ID         Observation flag; U: observed with UVES;
                                    otherwise GIRAFFE
   3-  7 I5     ---     ID         Star ID from Bedin et al. (2000)
                                    [2000A+A...363..159B]
   9- 10 I2     ---   o_[Ca/Fe]    Number of Ca lines
  12- 17 F6.3   [Sun]   [Ca/Fe]    Abundance [Ca/Fe]
  19- 23 F5.3   [Sun] e_[Ca/Fe]    ? rms uncertainty on [Ca/Fe]
  25- 26 I2     ---   o_[Ti/Fe]I   Number of Ti lines
  28- 33 F6.3   [Sun]   [Ti/Fe]I   Abundance [Ti/Fe]I
  35- 39 F5.3   [Sun] e_[Ti/Fe]I   rms uncertainty on [Ti/Fe]I
  41- 41 I1     ---   o_[Sc/Fe]II  Number of Sc lines
  43- 48 F6.3   [Sun]   [Sc/Fe]II  Abundance [Sc/Fe]II
  50- 54 F5.3   [Sun] e_[Sc/Fe]II  rms uncertainty on [Sc/Fe]II
  56- 57 I2     ---   o_[Cr/Fe]I   Number of Cr lines
  59- 64 F6.3   [Sun]   [Cr/Fe]I   Abundance [Cr/Fe]I
  66- 70 F5.3   [Sun] e_[Cr/Fe]I   ? rms uncertainty on [Cr/Fe]I
  72- 73 I2     ---   o_[Ni/Fe]    Number of Ni lines
  75- 80 F6.3   [Sun]   [Ni/Fe]    Abundance [Ni/Fe]
  82- 87 F6.4   [Sun] e_[Ni/Fe]    rms uncertainty on [Ni/Fe]
--------------------------------------------------------------------------------
   7183  6 +0.326 0.059  5 +0.228 0.071 6 -0.066 0.071  5 -0.052 0.078 11 -0.077 0.087  
   7315  7 +0.317 0.113  5 +0.159 0.078 6 +0.039 0.151  3 -0.053 0.138  7 -0.123 0.031  
U  7536 13 +0.318 0.069 10 +0.189 0.047 8 -0.045 0.103 18 -0.051 0.089 30 -0.066 0.064  
   7558  7 +0.332 0.102  6 +0.215 0.072 6 -0.057 0.072  5 -0.061 0.081 10 -0.061 0.219  
   7788  1 +0.339        2 +0.236 0.042 5 +0.050 0.062  5 -0.024 0.121  2 -0.064 0.007  
   8198  1 +0.337        2 +0.173 0.045 5 -0.047 0.058  5 -0.070 0.192  3 -0.113 0.048  
   8204  6 +0.300 0.061  6 +0.245 0.105 6 -0.048 0.061  7 +0.018 0.115 11 -0.078 0.089  
U  8603 16 +0.317 0.088 10 +0.213 0.077 8 -0.051 0.076 14 -0.025 0.108 30 -0.092 0.076  
U  8739 16 +0.322 0.110 10 +0.194 0.090 8 -0.004 0.079 18 -0.061 0.076 30 -0.069 0.082  
   8826  7 +0.336 0.063  6 +0.183 0.118 6 +0.033 0.132  7 -0.033 0.133 11 -0.078 0.091  
   9230  1 +0.304        2 +0.262 0.000 4 +0.020 0.055  6 +0.001 0.106  4 -0.086 0.073  
   9724  7 +0.340 0.057  5 +0.212 0.078 7 +0.005 0.135  7 -0.019 0.119 12 -0.063 0.083  
  10012  7 +0.342 0.089  5 +0.261 0.154 7 +0.014 0.123  8 -0.014 0.106 12 -0.075 0.076  
U 10105 16 +0.329 0.094 10 +0.185 0.074 8 -0.056 0.071 12 -0.057 0.069 30 -0.070 0.048  
  10265  7 +0.333 0.059  5 +0.243 0.113 7 -0.011 0.135  8 +0.004 0.101 11 -0.100 0.056  
  10341  7 +0.354 0.072  5 +0.162 0.070 6 +0.057 0.108  8 -0.023 0.100 14 -0.066 0.091  
